hour,dt_sound_level_dB,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,days_11,days_12,days_13,days_14
0,46.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,45.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,45.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,45.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,45.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,45.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,52.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,55.0,True,False,False,False,False,True,True,True,False,False,False,False,False,False
10,55.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,55.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,55.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,57.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,58.0,False,False,False,False,False,False,True,True,True,True,True,True,True,True
15,58.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,56.0,True,True,True,True,True,True,True,False,False,False,True,True,True,False
17,56.0,False,False,False,False,False,False,False,False,True,True,False,False,False,True
18,55.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,54.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,51.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,50.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,48.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,48.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
